Name,Length,gene,product,reads,reads-with-tail,mean-tail,proportion-with-tail
NM_001276888,1284,Y57G11C.1144,Protein Y57G11C.1144,108.0,107.0,39.9158878505,0.990740740741
NM_001276889/NR_061244/NR_061245/NR_061246/NM_001276890/NR_061247/NR_061248/NR_061249/NR_061250,4003,Y57G11C.30/21ur-3738/21ur-8400/21ur-7701/21ur-3244/21ur-14132/21ur-5748/21ur-5079,"Protein Y57G11C.30, isoform a/Protein Y57G11C.30, isoform b",6.0,5.0,44.6,0.833333333333
NR_061254,1021,21ur-8530,,3.0,3.0,23.0,1.0
NR_061256,1021,21ur-3253,,2.0,0.0,NA,0.0
NR_061271,1021,21ur-2015,,0.0,0.0,NA,NA
NR_061273,1021,21ur-2948,,0.0,0.0,NA,NA
NR_061276/NR_061277,1024,21ur-1224/21ur-14178,,0.0,0.0,NA,NA
NR_061278,1021,21ur-1089,,0.0,0.0,NA,NA
NR_061282/NR_061283,1024,21ur-3291/21ur-12813,,0.0,0.0,NA,NA
NR_061285/NR_061286,1022,21ur-2092/21ur-6993,,0.0,0.0,NA,NA
NR_061287,1021,21ur-6,,0.0,0.0,NA,NA
NM_001083261/NR_061288/NR_061290/NR_061291/NR_061293/NR_061294/NR_061298/NR_061299/NR_061301/NR_061304/NR_061305,4432,Y41E3.22/21ur-5950/21ur-6421/21ur-13991/21ur-4845/21ur-12595/21ur-13486/21ur-2398/21ur-2206/21ur-12654/21ur-12750,Protein Y41E3.22,872.0,839.0,42.8438617402,0.962155963303
NR_061306,1021,21ur-13468,,0.0,0.0,NA,NA
NR_061307,1021,21ur-3052,,0.0,0.0,NA,NA
NR_061309/NR_061310,1025,21ur-5761/21ur-9690,,0.0,0.0,NA,NA
NR_061311,1021,21ur-988,,0.0,0.0,NA,NA
NR_061312,1021,21ur-741,,0.0,0.0,NA,NA
NR_061313,1021,21ur-2816,,0.0,0.0,NA,NA
NR_061314,1021,21ur-14031,,0.0,0.0,NA,NA
NR_061315,1021,21ur-7340,,0.0,0.0,NA,NA
NR_061316/NR_061317,1024,21ur-10659/21ur-6380,,0.0,0.0,NA,NA
NR_061318,1020,21ur-4778,,0.0,0.0,NA,NA
NR_061320/NR_061321,1025,21ur-5047/21ur-14306,,0.0,0.0,NA,NA
NR_061322,1021,21ur-8378,,0.0,0.0,NA,NA
NR_061323,1021,21ur-3302,,0.0,0.0,NA,NA
NR_061327/NR_061328,1025,21ur-13072/21ur-1330,,0.0,0.0,NA,NA
NR_061329,1021,21ur-3501,,0.0,0.0,NA,NA
NR_061330,1021,21ur-12789,,0.0,0.0,NA,NA
NR_061331,1021,21ur-8144,,0.0,0.0,NA,NA
NR_061332/NR_061333/NR_061334,1023,21ur-10558/21ur-724/21ur-15480,,0.0,0.0,NA,NA
NR_061335,1021,21ur-12538,,0.0,0.0,NA,NA
NR_061336,1021,21ur-1150,,0.0,0.0,NA,NA
NR_061337,1021,21ur-4826,,0.0,0.0,NA,NA
NR_061338,1021,21ur-2545,,0.0,0.0,NA,NA
NR_061339,1021,21ur-2661,,0.0,0.0,NA,NA
NR_061340/NR_061341,1024,21ur-1143/21ur-2129,,0.0,0.0,NA,NA
NR_061343/NR_061344,1022,21ur-6195/21ur-14225,,0.0,0.0,NA,NA
NR_061345,1021,21ur-5493,,0.0,0.0,NA,NA
NR_061346,1021,21ur-8683,,0.0,0.0,NA,NA
NR_061350/NR_061351,1022,21ur-6316/21ur-12795,,0.0,0.0,NA,NA
NR_061354/NR_061355,1024,21ur-14886/21ur-10497,,0.0,0.0,NA,NA
NR_061357/NR_061358/NR_061359,1025,21ur-12007/21ur-14851/21ur-2083,,0.0,0.0,NA,NA
NR_061361,1021,21ur-14281,,0.0,0.0,NA,NA
NR_061364,1021,21ur-9465,,0.0,0.0,NA,NA
NR_061367/NR_061368,1021,21ur-12849/21ur-5192,,0.0,0.0,NA,NA
NR_061370,1021,21ur-7361,,0.0,0.0,NA,NA
NR_061371,1021,21ur-14902,,0.0,0.0,NA,NA
NR_061372,1021,21ur-76,,0.0,0.0,NA,NA
NR_061378,1021,21ur-1834,,0.0,0.0,NA,NA
NR_061380/NR_061381,1024,21ur-4825/21ur-3907,,0.0,0.0,NA,NA
NR_061384,1020,21ur-2482,,0.0,0.0,NA,NA
NR_061385,1021,21ur-2784,,0.0,0.0,NA,NA
NR_061388,1021,21ur-2792,,0.0,0.0,NA,NA
NR_061391,1021,21ur-8944,,0.0,0.0,NA,NA
NR_061400,1021,21ur-2116,,0.0,0.0,NA,NA
NR_061401,1021,21ur-14918,,0.0,0.0,NA,NA
NR_061404,1021,21ur-4869,,0.0,0.0,NA,NA
NR_061405,1021,21ur-4539,,0.0,0.0,NA,NA
NR_061410,1021,21ur-4447,,0.0,0.0,NA,NA
NR_061421,1021,21ur-2381,,0.0,0.0,NA,NA
NR_061422,1021,21ur-12812,,0.0,0.0,NA,NA
NR_061423,1021,21ur-8054,,0.0,0.0,NA,NA
NR_061424,1021,21ur-66,,0.0,0.0,NA,NA
NR_061425/NR_061426/NR_061427/NR_061428,1025,21ur-8134/21ur-3260/21ur-12760/21ur-7838,,1.0,0.0,NA,0.0
NR_061430,1021,21ur-9466,,0.0,0.0,NA,NA
NR_061431/NR_061432/NR_061433,1027,21ur-1961/21ur-12552/21ur-15043,,0.0,0.0,NA,NA
NR_061438/NR_061439,1024,21ur-3594/21ur-13049,,0.0,0.0,NA,NA
NR_061440,1021,21ur-225,,0.0,0.0,NA,NA
NR_061441,1021,21ur-8184,,2.0,0.0,NA,0.0
NM_070408/NR_061446/NR_061447/NR_061452/NR_061454--2-of-2/NR_061455/NR_061456/NR_061457/NR_061459/NR_061460/NR_061461/NR_061462/NR_061463/NR_061464/NR_061469/NR_061470/NR_061471/NR_061473/NR_061474/NR_061475/NR_061476/NR_061477/NR_061479/NR_061480/NR_061481/NR_061486/NR_061489/NR_061490/NR_061492/NR_061493/NR_061494/NR_061495/NR_061496/NR_061497/NR_061499/NR_061500--1-of-2/NR_061501/NR_061502/NR_061503/NR_061504,15603,Y41E3.3/21ur-1910/21ur-3618/21ur-1683/21ur-1354/21ur-12814/21ur-3903/21ur-6452/21ur-5374/21ur-4425/21ur-12915/21ur-1480/21ur-6731/21ur-1763/21ur-1003/21ur-6390/21ur-7162/21ur-11497/21ur-4792/21ur-8224/21ur-1568/21ur-14387/21ur-1168/21ur-8808/21ur-4271/21ur-758/21ur-5032/21ur-15157/21ur-8403/21ur-326/21ur-9808/21ur-8275/21ur-5643/21ur-6604/21ur-3673/21ur-2802/21ur-1390/21ur-8805/21ur-5081/21ur-7257,Protein Y41E3.3,100.0,91.0,46.6923076923,0.91
NR_061516,1021,21ur-2433,,0.0,0.0,NA,NA
NR_061520,1021,21ur-1618,,0.0,0.0,NA,NA
NR_061521,1021,21ur-11378,,0.0,0.0,NA,NA
NR_061523/NR_061524,1024,21ur-4085/21ur-8060,,0.0,0.0,NA,NA
NR_061527,1021,21ur-7774,,0.0,0.0,NA,NA
NR_061531,1021,21ur-3892,,0.0,0.0,NA,NA
NR_061532/NR_061533/NR_061534,1024,21ur-8413/21ur-8183/21ur-3551,,0.0,0.0,NA,NA
NR_061536,1021,21ur-8254,,0.0,0.0,NA,NA
NR_061537,1021,21ur-394,,0.0,0.0,NA,NA
NR_061538,1021,21ur-6990,,0.0,0.0,NA,NA
NR_061539,1021,21ur-9657,,0.0,0.0,NA,NA
NR_061541,1021,21ur-6408,,0.0,0.0,NA,NA
NR_061542,1021,21ur-9633,,1.0,1.0,83.0,1.0
NR_061543,1021,21ur-6023,,0.0,0.0,NA,NA
NM_070409,1342,Y41E3.6,Protein Y41E3.6,93.0,12.0,36.5,0.129032258065
NR_061544,1131,Y41E3.458,,0.0,0.0,NA,NA
NM_001047561/NM_001047560/NM_001047562/NM_001268917/NM_001268918,12138,Y41E3.7,"Protein Y41E3.7, isoform b/Protein Y41E3.7, isoform a/Protein Y41E3.7, isoform c/Protein Y41E3.7, isoform e/Protein Y41E3.7, isoform d",11756.0,10565.0,27.8081400852,0.898690030623
NM_001268919/NM_001268920/NM_001268921,12221,,"Protein FCD-2, isoform a/Protein FCD-2, isoform b/Protein FCD-2, isoform c",2389.0,1455.0,27.5457044674,0.609041439933
NM_001129339/NM_070415/NM_001268923/NM_001268922,3020,eef-1B.2,"Protein EEF-1B.2, isoform b/Protein EEF-1B.2, isoform a/Protein EEF-1B.2, isoform c/Protein EEF-1B.2, isoform d",90485.0,53204.0,36.7721223968,0.587986959165
NM_001268924/NM_001268925/NM_001268926/NM_001268927,9862,Y41E3.11,"Protein Y41E3.11, isoform a/Protein Y41E3.11, isoform b/Protein Y41E3.11, isoform c/Protein Y41E3.11, isoform d",33001.0,29238.0,16.1815787674,0.885973152329
NR_061548,1021,21ur-9919,,0.0,0.0,NA,NA
NR_061558,1021,21ur-12149,,0.0,0.0,NA,NA
NR_061559,1021,21ur-9375,,0.0,0.0,NA,NA
NR_061564,1021,21ur-2120,,0.0,0.0,NA,NA
NM_001083260/NR_061567,2676,Y41E3.19/21ur-14510,Protein Y41E3.19,121.0,121.0,53.6694214876,1.0
NM_070419,1774,21ur-12313,Protein Y41E3.13,3.0,3.0,54.0,1.0
NR_061570,1021,21ur-420,,1.0,0.0,NA,0.0
NR_061571,1021,21ur-6461,,1.0,0.0,NA,0.0
NR_061581/NR_061582,1025,21ur-1436/21ur-15361,,0.0,0.0,NA,NA
NR_061583,1021,21ur-10715,,0.0,0.0,NA,NA
NR_061585,1021,21ur-6858,,0.0,0.0,NA,NA
NR_061588/NR_061589,1022,21ur-6162/21ur-1341,,0.0,0.0,NA,NA
NR_061590,1021,21ur-2597,,0.0,0.0,NA,NA
NR_061592/NR_061593,1022,21ur-14495/21ur-3096,,0.0,0.0,NA,NA
NR_061594,1021,21ur-1833,,0.0,0.0,NA,NA
NR_061595,1020,21ur-13974,,0.0,0.0,NA,NA
NR_061596/NR_061597,1022,21ur-3920/21ur-9161,,1.0,0.0,NA,0.0
NR_061598,1021,21ur-4919,,0.0,0.0,NA,NA
NR_061599,1021,21ur-503,,0.0,0.0,NA,NA
NR_061601,1021,21ur-12861,,0.0,0.0,NA,NA
NR_061603,1021,21ur-11150,,0.0,0.0,NA,NA
NR_061604/NR_061605,1024,21ur-2103/21ur-14968,,0.0,0.0,NA,NA
NR_061606,1021,21ur-8894,,0.0,0.0,NA,NA
NR_061607,1021,21ur-6601,,0.0,0.0,NA,NA
NR_061611/NR_061612/NR_061613,1025,21ur-10047/21ur-1791/21ur-3661,,0.0,0.0,NA,NA
NR_061614,1021,21ur-3563,,0.0,0.0,NA,NA
NR_061616/NR_061617,1022,21ur-14498/21ur-4064,,0.0,0.0,NA,NA
NR_061619,1021,21ur-8725,,0.0,0.0,NA,NA
NR_061622,1021,21ur-740,,0.0,0.0,NA,NA
NR_061625,1021,21ur-1002,,5.0,0.0,NA,0.0
NR_061626,1021,21ur-8991,,0.0,0.0,NA,NA
NM_001276893/NR_061633/NR_061636/NR_061637/NR_061638/NR_061640/NR_061645/NR_061648/NR_061649/NR_061655,14890,srt-50/21ur-7621/21ur-460/21ur-5072/21ur-3749/21ur-1451/21ur-4434/21ur-8198/21ur-608/21ur-1260,Protein SRT-50,4.0,3.0,66.6666666667,0.75
NR_061658,1021,21ur-8612,,0.0,0.0,NA,NA
NR_061659,1021,21ur-7968,,0.0,0.0,NA,NA
NR_061660,1021,21ur-5008,,1.0,0.0,NA,0.0
NR_061661,1021,21ur-11369,,0.0,0.0,NA,NA
NR_061662,1021,21ur-2955,,0.0,0.0,NA,NA
NR_061663/NR_061664/NR_061665,1025,21ur-14465/21ur-11974/21ur-2096,,0.0,0.0,NA,NA
NR_061666,1021,21ur-13798,,4.0,3.0,28.6666666667,0.75
NR_061667/NR_061668/NR_061669,1023,21ur-13756/21ur-11298/21ur-13841,,0.0,0.0,NA,NA
NR_061670/NR_061671,1022,21ur-6350/21ur-11820,,0.0,0.0,NA,NA
NR_061673,1021,21ur-6520,,0.0,0.0,NA,NA
NR_061676,1021,21ur-5062,,0.0,0.0,NA,NA
NR_061678/NR_061679,1022,21ur-11043/21ur-5124,,0.0,0.0,NA,NA
NR_061684,1021,21ur-4593,,0.0,0.0,NA,NA
NR_061687,1021,21ur-6880,,0.0,0.0,NA,NA
NR_061688,1021,21ur-15553,,0.0,0.0,NA,NA
NR_061689,1021,21ur-3460,,0.0,0.0,NA,NA
NR_061691/NR_061692,1022,21ur-11304/21ur-7442,,0.0,0.0,NA,NA
NR_061693,1021,21ur-5760,,0.0,0.0,NA,NA
NR_061695/NR_061696/NR_061697,1023,21ur-10025/21ur-6889/21ur-15331,,0.0,0.0,NA,NA
NR_061701,1021,21ur-10211,,0.0,0.0,NA,NA
NR_061703/NR_061704,1024,21ur-7979/21ur-124,,0.0,0.0,NA,NA
NR_061706,1021,21ur-8427,,0.0,0.0,NA,NA
NR_061709/NR_061710,1022,21ur-9778/21ur-4814,,0.0,0.0,NA,NA
NR_061711/NR_061712,1022,21ur-10582/21ur-6468,,0.0,0.0,NA,NA
NR_061716/NR_061717,1022,21ur-8338/21ur-3306,,0.0,0.0,NA,NA
NR_061718,1021,21ur-3525,,0.0,0.0,NA,NA
NR_061719,1021,21ur-13963,,0.0,0.0,NA,NA
NR_061721,1021,21ur-12939,,0.0,0.0,NA,NA
NR_061723/NR_061724,1025,21ur-12129/21ur-5384,,0.0,0.0,NA,NA
NR_061730,1021,21ur-1037,,0.0,0.0,NA,NA
NR_061731,1021,21ur-4503,,0.0,0.0,NA,NA
NM_070422/NR_061734/NR_061744,3855,srt-44/21ur-9479/21ur-1071,Protein SRT-44,0.0,0.0,NA,NA
NR_061747,1021,21ur-5224,,0.0,0.0,NA,NA
NM_070423,3004,M199.2,Protein M199.2,24.0,7.0,51.1428571429,0.291666666667
NR_061758/NR_061759/NR_061760,1025,21ur-10306/21ur-4159/21ur-5592,,909.0,891.0,60.5903479237,0.980198019802
NR_061761,1021,21ur-130,,45.0,43.0,37.1395348837,0.955555555556
NR_061768,1021,21ur-5204,,0.0,0.0,NA,NA
NR_061772,1021,21ur-96,,0.0,0.0,NA,NA
NR_061775,1021,21ur-8680,,0.0,0.0,NA,NA
NM_070424/NR_061777/NR_061778/NR_061779/NR_061780/NR_061781/NR_061782/NR_061783/NR_061784/NR_061785/NR_061786/NR_061788,5673,clec-188/21ur-11199/21ur-5195/21ur-4744/21ur-14496/21ur-3248/21ur-8783/21ur-5727/21ur-11889/21ur-9605/21ur-2818/21ur-15351,Protein CLEC-188,2.0,2.0,43.0,1.0
NM_001028152/NR_061791/NR_061792,3030,clec-189/21ur-3932/21ur-9592,Protein CLEC-189,0.0,0.0,NA,NA
NR_061795,1021,21ur-9810,,0.0,0.0,NA,NA
NR_061798,1021,21ur-1510,,0.0,0.0,NA,NA
NM_001028153/NR_061799,2212,M199.7/21ur-2286,Protein M199.7,0.0,0.0,NA,NA
NR_061800,1021,21ur-14830,,0.0,0.0,NA,NA
NR_061802/NR_061803,1025,21ur-5174/21ur-12472,,0.0,0.0,NA,NA
NR_061804/NR_061805,1022,21ur-1159/21ur-4799,,0.0,0.0,NA,NA
NR_061806/NR_061807,1022,21ur-5111/21ur-9456,,0.0,0.0,NA,NA
NR_061808/NR_061809,1022,21ur-8644/21ur-12427,,0.0,0.0,NA,NA
NR_061810,1021,21ur-3916,,0.0,0.0,NA,NA
NR_061811,1021,21ur-14457,,0.0,0.0,NA,NA
NR_061812,1020,21ur-9594,,0.0,0.0,NA,NA
NR_061814,1021,21ur-7053,,0.0,0.0,NA,NA
NR_061821,1020,21ur-7243,,0.0,0.0,NA,NA
NR_061822,1021,21ur-3458,,0.0,0.0,NA,NA
NR_061826,1021,21ur-4743,,0.0,0.0,NA,NA
NR_061837,1021,21ur-3830,,0.0,0.0,NA,NA
NR_061838/NR_061839,1023,21ur-396/21ur-625,,0.0,0.0,NA,NA
NR_061841,1021,21ur-10550,,0.0,0.0,NA,NA
NR_061842,1021,21ur-2276,,0.0,0.0,NA,NA
NR_061850,1021,21ur-5845,,0.0,0.0,NA,NA
NR_061853,1021,21ur-1284,,0.0,0.0,NA,NA
NR_061856,1021,21ur-14063,,0.0,0.0,NA,NA
NR_061884,1021,21ur-12223,,0.0,0.0,NA,NA
NR_061886,1021,21ur-10499,,0.0,0.0,NA,NA
NR_061897,1021,21ur-4669,,0.0,0.0,NA,NA
NR_061901/NR_061902,1027,21ur-7830/21ur-14937,,0.0,0.0,NA,NA
NR_061903,1021,21ur-1126,,1.0,1.0,93.0,1.0
NR_061910,1021,21ur-13764,,1.0,1.0,25.0,1.0
NR_061911/NR_061912,1029,21ur-14653/21ur-10738,,0.0,0.0,NA,NA
NR_061913,1021,21ur-3787,,0.0,0.0,NA,NA
NM_070428--1-of-2,3330,Y40H7A.2,Protein Y40H7A.2,0.0,0.0,NA,NA
NR_061920--2-of-2,1021,21ur-4342,,0.0,0.0,NA,NA
NR_061921--2-of-2/NR_061922--2-of-2,1024,21ur-1265/21ur-342,,0.0,0.0,NA,NA
NR_061923--2-of-2,1021,21ur-4699,,0.0,0.0,NA,NA
NR_061924--2-of-2/NR_061925--2-of-2,1024,21ur-3627/21ur-570,,0.0,0.0,NA,NA
NR_061926--2-of-2/NR_061927--2-of-2,1024,21ur-3800/21ur-2178,,0.0,0.0,NA,NA
NR_061928--2-of-2,1021,21ur-5272,,0.0,0.0,NA,NA
NR_061929--2-of-2,1021,21ur-1538,,2.0,0.0,NA,0.0
NR_061932,1021,21ur-2936,,0.0,0.0,NA,NA
NR_061933,1021,21ur-693,,0.0,0.0,NA,NA
NR_061934,1021,21ur-2374,,0.0,0.0,NA,NA
NR_061936/NR_061937,1023,21ur-10414/21ur-9780,,0.0,0.0,NA,NA
NR_061939/NR_061940,1022,21ur-1935/21ur-10635,,0.0,0.0,NA,NA
NR_061943,1021,21ur-3249,,0.0,0.0,NA,NA
NR_061952,1021,21ur-2617,,0.0,0.0,NA,NA
NR_061953,1021,21ur-3361,,0.0,0.0,NA,NA
NR_061954/NR_061955/NR_061956,1025,21ur-13073/21ur-10780/21ur-1762,,0.0,0.0,NA,NA
NR_061959/NR_061960,1022,21ur-4702/21ur-12543,,0.0,0.0,NA,NA
NR_061961,1021,21ur-10628,,0.0,0.0,NA,NA
NR_061962/NR_061963,1022,21ur-2914/21ur-10381,,0.0,0.0,NA,NA
NR_061964,1021,21ur-3105,,0.0,0.0,NA,NA
NR_061965,1021,21ur-5390,,0.0,0.0,NA,NA
NR_061975/NR_061976/NR_061977/NR_061978,1028,21ur-10252/21ur-2639/21ur-13478/21ur-12343,,0.0,0.0,NA,NA
NR_061979,1021,21ur-5335,,0.0,0.0,NA,NA
NR_061980,1020,21ur-8616,,0.0,0.0,NA,NA
NR_061982,1021,21ur-1687,,0.0,0.0,NA,NA
NR_061988,1021,21ur-14722,,0.0,0.0,NA,NA
NR_061992,1021,21ur-552,,0.0,0.0,NA,NA
NR_061996,1020,21ur-9163,,0.0,0.0,NA,NA
NR_061997,1021,21ur-2775,,0.0,0.0,NA,NA
NR_062005,1021,21ur-12671,,0.0,0.0,NA,NA
NM_070431/NR_062007/NR_062008/NR_062009/NR_062010/NR_062011/NR_062012/NR_062013/NR_062016/NR_062017/NR_062018/NR_062019/NR_062020,4032,srd-23/21ur-6802/21ur-9824/21ur-1396/21ur-412/21ur-8506/21ur-5106/21ur-11080/21ur-5638/21ur-9249/21ur-6676/21ur-8336/21ur-14170,Protein SRD-23,24.0,19.0,37.3684210526,0.791666666667
NR_072695--1-of-2,4990,F39B1.5,,6.0,6.0,56.6666666667,1.0
NR_062026/NR_053225--2-of-2,1091,Y40H7A.309/Y17G9A.87,,0.0,0.0,NA,NA
NR_101981,1076,Y40H7A.310,,2.0,2.0,17.5,1.0
NR_062029,1020,21ur-7912,,0.0,0.0,NA,NA
NR_062031,1021,21ur-10847,,0.0,0.0,NA,NA
NR_062032,1021,21ur-15249,,0.0,0.0,NA,NA
NR_062033/NR_062034/NR_062035,1024,21ur-13455/21ur-11907/21ur-4607,,0.0,0.0,NA,NA
NR_062048/NR_062049,1024,21ur-15220/21ur-402,,0.0,0.0,NA,NA
NR_062050,1021,21ur-7691,,0.0,0.0,NA,NA
NR_062053,1021,21ur-7030,,0.0,0.0,NA,NA
NR_062061,1021,21ur-6258,,2208.0,2189.0,38.0050251256,0.991394927536
NR_062064/NR_062065/NR_062066,1024,21ur-7391/21ur-13805/21ur-8419,,0.0,0.0,NA,NA
NR_062068/NR_062069--2-of-2,1024,21ur-8167/21ur-5820,,0.0,0.0,NA,NA
NR_062070,1021,21ur-4738,,0.0,0.0,NA,NA
NM_070434/NR_062080/NR_062081,2930,Y40H7A.9/21ur-9101/21ur-1018,Protein Y40H7A.9,0.0,0.0,NA,NA
NR_062084,1021,21ur-4055,,0.0,0.0,NA,NA
NR_062085--2-of-2,1021,21ur-565,,0.0,0.0,NA,NA
NR_062086,1021,21ur-5129,,0.0,0.0,NA,NA
NR_062090,1021,21ur-9852,,0.0,0.0,NA,NA
NR_062092,1021,21ur-1045,,0.0,0.0,NA,NA
NR_062093/NR_062094,1024,21ur-2197/21ur-15632,,0.0,0.0,NA,NA
NR_062095/NR_062096/NR_062097,1024,21ur-11571/21ur-8798/21ur-1543,,0.0,0.0,NA,NA
NR_062099/NR_062100,1024,21ur-9496/21ur-1217,,0.0,0.0,NA,NA
NR_062101,1021,21ur-3130,,0.0,0.0,NA,NA
NR_062102,1021,21ur-11775,,0.0,0.0,NA,NA
NR_062103,1021,21ur-3334,,0.0,0.0,NA,NA
NR_062108,1021,21ur-8561,,0.0,0.0,NA,NA
NR_062110,1021,21ur-3992,,0.0,0.0,NA,NA
NR_062111,1021,21ur-14952,,0.0,0.0,NA,NA
NR_062120/NR_062121,1025,21ur-1172/21ur-2038,,0.0,0.0,NA,NA
NR_062132,1021,21ur-11772,,0.0,0.0,NA,NA
NR_062138--2-of-2,1021,21ur-19,,0.0,0.0,NA,NA
NR_062139--2-of-2/NR_062140--2-of-2,1026,21ur-4446/21ur-575,,3.0,3.0,17.6666666667,1.0
NR_062141,1021,21ur-11843,,0.0,0.0,NA,NA
NR_062143,1021,21ur-1335,,0.0,0.0,NA,NA
NR_062150/NR_062151,1023,21ur-1380/21ur-10837,,0.0,0.0,NA,NA
NR_062153/NR_062154/NR_062155,1024,21ur-11694/21ur-13037/21ur-4775,,0.0,0.0,NA,NA
NR_062156/NR_062157,1022,21ur-10284/21ur-3541,,0.0,0.0,NA,NA
NR_062158/NR_062159,1022,21ur-12023/21ur-449,,0.0,0.0,NA,NA
NR_062161,1021,21ur-4212,,0.0,0.0,NA,NA
NR_062163/NR_062164,1024,21ur-3079/21ur-2054,,0.0,0.0,NA,NA
NR_062165/NR_062166/NR_062167,1026,21ur-15018/21ur-73/21ur-13340,,0.0,0.0,NA,NA
NR_101982/NR_062168,1175,Y73F8A.1175/21ur-1009,,8.0,8.0,25.25,1.0
NR_062169,1147,Y73F8A.1172,,3.0,2.0,18.5,0.666666666667
NR_062174/NR_062175,1022,21ur-14033/21ur-6465,,1.0,1.0,16.0,1.0
NM_070438/NR_062179/NR_062180/NR_062183/NR_062184/NR_062186/NR_062191/NR_062198/NR_062203/NR_062204/NR_062205/NR_062208/NR_062210/NR_062213,7782,lgc-52/21ur-7712/21ur-4723/21ur-12993/21ur-2382/21ur-5653/21ur-705/21ur-8014/21ur-12583/21ur-12584/21ur-9729/21ur-4417/21ur-5654/21ur-12828,Protein LGC-52,7.0,7.0,30.4285714286,1.0
NR_062222/NR_062223,1021,21ur-11905/21ur-4547,,1.0,1.0,129.0,1.0
NR_062225/NR_062227,1025,21ur-5403/21ur-4639,,0.0,0.0,NA,NA
NM_001028408,1375,Y73F8A.36,Protein Y73F8A.36,0.0,0.0,NA,NA
NR_062229,1021,21ur-11201,,20.0,16.0,46.1875,0.8
NR_062230,1021,21ur-8499,,0.0,0.0,NA,NA
NR_062232/NR_062233,1024,21ur-5053/21ur-10333,,0.0,0.0,NA,NA
NR_062238,1021,21ur-587,,0.0,0.0,NA,NA
NR_062239/NR_062240,1024,21ur-2769/21ur-55,,1.0,1.0,33.0,1.0
NR_062243,1021,21ur-12782,,0.0,0.0,NA,NA
NR_062244/NR_062245,1022,21ur-10893/21ur-5634,,0.0,0.0,NA,NA
NR_062246,1021,21ur-3873,,0.0,0.0,NA,NA
NR_062249,1021,21ur-9513,,0.0,0.0,NA,NA
NR_062250,1021,21ur-13978,,0.0,0.0,NA,NA
NR_062251,1020,21ur-4880,,0.0,0.0,NA,NA
NR_062253,1021,21ur-2195,,0.0,0.0,NA,NA
NR_062254,1021,21ur-1531,,0.0,0.0,NA,NA
NR_062255/NR_062256,1024,21ur-4470/21ur-9146,,0.0,0.0,NA,NA
NR_062257,1021,21ur-15350,,0.0,0.0,NA,NA
NR_062258,1021,21ur-5411,,0.0,0.0,NA,NA
NR_062262,1021,21ur-8248,,0.0,0.0,NA,NA
NR_062263/NR_062264,1022,21ur-12838/21ur-1566,,0.0,0.0,NA,NA
NR_062265,1020,21ur-7802,,0.0,0.0,NA,NA
NR_062268,1021,21ur-1657,,0.0,0.0,NA,NA
NR_062271,1021,21ur-2730,,0.0,0.0,NA,NA
NR_062272,1021,21ur-4589,,0.0,0.0,NA,NA
NR_062281,1021,21ur-14988,,0.0,0.0,NA,NA
NR_062282/NR_062283,1024,21ur-3969/21ur-5086,,0.0,0.0,NA,NA
NR_062284/NR_062285,1023,21ur-13683/21ur-6939,,0.0,0.0,NA,NA
NR_062286/NR_062287/NR_062288,1024,21ur-13484/21ur-14477/21ur-5770,,0.0,0.0,NA,NA
NR_062289,1021,21ur-12294,,0.0,0.0,NA,NA
NR_062299/NR_062300,1022,21ur-6022/21ur-14626,,2.0,0.0,NA,0.0
NM_070440/NR_062306/NR_062309/NR_062310/NR_062314/NR_062315/NR_062316/NR_062319/NR_062321/NR_062322/NR_062324/NR_062326/NR_062328,7951,Y73F8A.5/21ur-343/21ur-10973/21ur-3550/21ur-9738/21ur-3477/21ur-14020/21ur-1173/21ur-5054/21ur-9658/21ur-4852/21ur-367/21ur-4258,Protein Y73F8A.5,45.0,37.0,37.9189189189,0.822222222222
NR_062331,1021,21ur-11243,,0.0,0.0,NA,NA
NR_062332,1021,21ur-3998,,1.0,1.0,6.0,1.0
NR_062340,1021,21ur-1350,,0.0,0.0,NA,NA
NR_062342/NR_062343/NR_062344,1028,21ur-13350/21ur-1263/21ur-11573,,0.0,0.0,NA,NA
NR_062345,1021,21ur-11797,,0.0,0.0,NA,NA
NR_062351,1021,21ur-13136,,0.0,0.0,NA,NA
NR_062354,1021,21ur-3008,,0.0,0.0,NA,NA
NR_062355,1021,21ur-4897,,0.0,0.0,NA,NA
NR_062356,1021,21ur-7832,,0.0,0.0,NA,NA
NR_062357,1020,21ur-4011,,0.0,0.0,NA,NA
NR_062358,1021,21ur-6674,,0.0,0.0,NA,NA
NR_062359,1021,21ur-9574,,0.0,0.0,NA,NA
NR_062360,1021,21ur-1796,,0.0,0.0,NA,NA
NR_062361,1021,21ur-10957,,0.0,0.0,NA,NA
NR_062362/NR_062363/NR_062364,1024,21ur-361/21ur-11787/21ur-11285,,0.0,0.0,NA,NA
NR_062383,1021,21ur-1859,,0.0,0.0,NA,NA
NR_062385,1021,21ur-6368,,0.0,0.0,NA,NA
NR_062386/NR_062388,1024,21ur-11225/21ur-2490,,0.0,0.0,NA,NA
NR_062392,1021,21ur-1011,,0.0,0.0,NA,NA
NR_062398,1021,21ur-5895,,0.0,0.0,NA,NA
NR_062401,1021,21ur-1107,,0.0,0.0,NA,NA
NR_062405/NR_062406,1022,21ur-1988/21ur-4766,,0.0,0.0,NA,NA
NR_062407,1021,21ur-5071,,0.0,0.0,NA,NA
