Name,Length,gene,product,reads,reads-with-tail,mean-tail,proportion-with-tail
NR_053216,1021,21ur-9093,,0.0,0.0,NA,NA
NR_053217,1021,21ur-6666,,0.0,0.0,NA,NA
NM_068255/NR_053218,2827,Y17G9A.2/21ur-9649,Protein Y17G9A.2,13.0,11.0,35.8181818182,0.846153846154
NM_068256,2783,Y17G9A.3,Protein Y17G9A.3,31.0,23.0,33.652173913,0.741935483871
NM_068257,3152,Y17G9A.4,Protein Y17G9A.4,1.0,1.0,112.0,1.0
NR_053225--1-of-2,1067,Y17G9A.87,,0.0,0.0,NA,NA
NR_053230,1021,21ur-8146,,0.0,0.0,NA,NA
NR_000383--7-of-18/NR_000382--7-of-18/NR_000283--7-of-18/NR_002649--7-of-18/NR_002646--7-of-18/NR_002642--7-of-18/NR_002641--7-of-18/NR_002637--7-of-18/NR_000386--7-of-18/NR_000385--7-of-18/NR_000384--17-of-18/NR_053273--4-of-18/NR_053231--4-of-18/NR_052305--4-of-18,1102,K09B11.16/K09B11.11/K09B11.15/W05B2.8/R07E5.16/F54C8.9/F54C8.8/C28A5.7/K09B11.14/K09B11.13/K09B11.12/T08B6.62/Y17G9A.85/F54D8.7,,0.0,0.0,NA,NA
NM_068259/NR_053232/NR_053233/NR_056887--3-of-15/NR_053272--3-of-7/NR_052241--3-of-17/NR_053236,3680,str-172/21ur-13180/21ur-8317/K09B11.20/T08B6.63/C28A5.9/21ur-9921,Protein STR-172,0.0,0.0,NA,NA
NR_053238,1021,21ur-6923,,0.0,0.0,NA,NA
NM_068260/NR_053240,2893,str-175/21ur-9338,Protein STR-175,0.0,0.0,NA,NA
NR_053241,1021,21ur-9274,,0.0,0.0,NA,NA
NR_053242,1021,21ur-11859,,3.0,3.0,15.6666666667,1.0
NM_001047555/NM_001047554/NR_053245/NR_053246,3437,str-174/21ur-14721/21ur-15329,"Protein STR-174, isoform b/Protein STR-174, isoform a",1.0,1.0,9.0,1.0
NR_053247,1021,21ur-8188,,0.0,0.0,NA,NA
NR_053248,1021,21ur-9646,,0.0,0.0,NA,NA
NR_053249/NR_053250,1022,21ur-14702/21ur-7994,,0.0,0.0,NA,NA
NR_053251/NR_053252,1022,21ur-13154/21ur-14163,,0.0,0.0,NA,NA
NR_053255,1021,21ur-2777,,0.0,0.0,NA,NA
NR_053256/NR_053257,1022,21ur-10013/21ur-11858,,0.0,0.0,NA,NA
NR_053258/NR_053259,1022,21ur-4189/21ur-11972,,0.0,0.0,NA,NA
NR_053260,1021,21ur-11519,,0.0,0.0,NA,NA
NR_053261,1021,21ur-9908,,0.0,0.0,NA,NA
NR_053263/NR_053264,1022,21ur-12940/21ur-7444,,0.0,0.0,NA,NA
NR_053265,1113,T08B6.64,,1.0,1.0,79.0,1.0
NR_053266,1021,21ur-1541,,0.0,0.0,NA,NA
NR_053268,1021,21ur-14710,,0.0,0.0,NA,NA
NR_000383--9-of-18/NR_000382--9-of-18/NR_000283--9-of-18/NR_000384--1-of-18/NR_002649--9-of-18/NR_002646--9-of-18/NR_002642--9-of-18/NR_002641--9-of-18/NR_002637--9-of-18/NR_000386--9-of-18/NR_000385--9-of-18/NR_053273--2-of-18/NR_053231--2-of-18/NR_052305--2-of-18,1102,K09B11.16/K09B11.11/K09B11.15/K09B11.12/W05B2.8/R07E5.16/F54C8.9/F54C8.8/C28A5.7/K09B11.14/K09B11.13/T08B6.62/Y17G9A.85/F54D8.7,,1.0,1.0,34.0,1.0
NR_053275,1021,21ur-6392,,0.0,0.0,NA,NA
NR_053279,1021,21ur-1583,,0.0,0.0,NA,NA
NM_068264,1291,T08B6.1,Protein T08B6.1,0.0,0.0,NA,NA
NR_053280,1021,21ur-11720,,0.0,0.0,NA,NA
NR_053281,1020,21ur-5728,,0.0,0.0,NA,NA
NR_053282,1021,21ur-7569,,0.0,0.0,NA,NA
NR_053285,1021,21ur-8691,,0.0,0.0,NA,NA
NR_053286,1021,,,0.0,0.0,NA,NA
NR_053287,1021,21ur-5688,,0.0,0.0,NA,NA
NR_053288,1021,21ur-10686,,47.0,46.0,50.2391304348,0.978723404255
NR_053289,1021,21ur-14175,,27.0,27.0,51.4444444444,1.0
NR_053297,1021,21ur-152,,0.0,0.0,NA,NA
NR_053298/NR_053299,1022,21ur-3978/21ur-10939,,0.0,0.0,NA,NA
NM_068267,2640,str-161,Protein STR-161,0.0,0.0,NA,NA
NR_053301/NR_053302,1022,21ur-13440/21ur-7797,,0.0,0.0,NA,NA
NR_053303,1021,21ur-1929,,0.0,0.0,NA,NA
NR_053304,1021,21ur-13372,,0.0,0.0,NA,NA
NM_068271,2461,Y9C9A.17,Protein Y9C9A.17,0.0,0.0,NA,NA
NR_056887--1-of-15/NR_053272--1-of-7/NR_052241--1-of-17,1114,K09B11.20/T08B6.63/C28A5.9,,0.0,0.0,NA,NA
NR_053317,1021,21ur-9794,,0.0,0.0,NA,NA
NR_053321/NR_053322,1024,21ur-11065/21ur-7016,,0.0,0.0,NA,NA
NM_068277,2357,fbxa-86,Protein FBXA-86,13.0,11.0,40.5454545455,0.846153846154
NR_053327,1020,21ur-5673,,11.0,11.0,78.5454545455,1.0
NR_053330/NR_053331,1024,21ur-7514/21ur-13487,,0.0,0.0,NA,NA
NR_053332,1021,21ur-7568,,0.0,0.0,NA,NA
NR_053333,1021,21ur-7998,,0.0,0.0,NA,NA
NR_053334,1021,21ur-9261,,0.0,0.0,NA,NA
NR_053336,1021,21ur-1423,,0.0,0.0,NA,NA
NR_053337,1021,21ur-15672,,0.0,0.0,NA,NA
NR_053338,1021,21ur-15516,,0.0,0.0,NA,NA
NR_053339/NR_053340,1022,21ur-9551/21ur-13794,,0.0,0.0,NA,NA
NR_053348,1021,21ur-9157,,0.0,0.0,NA,NA
NR_053349,1021,21ur-15133,,0.0,0.0,NA,NA
NR_053350,1021,21ur-8984,,0.0,0.0,NA,NA
NR_053351,1021,21ur-3606,,0.0,0.0,NA,NA
NR_053352,1021,21ur-9517,,0.0,0.0,NA,NA
NR_053355,1021,21ur-14494,,0.0,0.0,NA,NA
NR_053358,1021,21ur-4542,,0.0,0.0,NA,NA
NR_053363,1021,21ur-7881,,0.0,0.0,NA,NA
NR_053364/NR_053365,1022,21ur-1824/21ur-13918,,0.0,0.0,NA,NA
NR_053369,1021,21ur-1750,,0.0,0.0,NA,NA
NR_053370,1021,21ur-3882,,0.0,0.0,NA,NA
NR_053373,1021,21ur-2669,,0.0,0.0,NA,NA
NR_053374,1021,21ur-3295,,0.0,0.0,NA,NA
NR_053377/NR_053378,1022,21ur-4237/21ur-14328,,0.0,0.0,NA,NA
NM_068284/NR_053383/NR_053382/NR_053386/NR_053387,4423,Y9C9A.13/21ur-11434/21ur-12315/21ur-11853/21ur-12260,Protein Y9C9A.13,0.0,0.0,NA,NA
NR_053388,1021,21ur-15314,,10.0,10.0,42.4,1.0
NR_053389,1021,21ur-1931,,20.0,19.0,34.2631578947,0.95
NR_053390,1021,21ur-9819,,2.0,2.0,29.5,1.0
NM_068286,2533,srz-28,Protein SRZ-28,4.0,4.0,25.0,1.0
NM_068287/NM_001276820/NR_053391/NR_053392/NR_053393/NR_101914,3468,Y9C9A.16/21ur-5126/21ur-2020/21ur-11733/linc-79,"Protein Y9C9A.16, isoform a/Protein Y9C9A.16, isoform b",38.0,34.0,61.5882352941,0.894736842105
NR_101915,1193,anr-4,,2.0,2.0,20.0,1.0
NM_001027937/NM_001027936,2316,srz-24,"Protein SRZ-24, isoform b/Protein SRZ-24, isoform a",3.0,3.0,54.3333333333,1.0
NR_053399--1-of-2,1020,21ur-13662,,0.0,0.0,NA,NA
NR_053398,1021,21ur-15404,,0.0,0.0,NA,NA
NR_053399--2-of-2,1021,21ur-13662,,0.0,0.0,NA,NA
NR_053401,1021,21ur-4975,,0.0,0.0,NA,NA
NR_053402,1021,21ur-3455,,0.0,0.0,NA,NA
NR_053403,1021,,,0.0,0.0,NA,NA
NM_068293,1789,E03H12.7,Protein E03H12.7,468.0,198.0,54.9343434343,0.423076923077
NR_053404,1021,21ur-8756,,0.0,0.0,NA,NA
NM_068294/NR_053406,2179,E03H12.9/21ur-8538,Protein E03H12.9,0.0,0.0,NA,NA
NR_053409,1021,21ur-12481,,0.0,0.0,NA,NA
NM_068298--1-of-2/NM_068296--1-of-2,1330,ssp-11/ssp-9,Protein SSP-11/Protein SSP-9,3818.0,3080.0,43.2298701299,0.806705081194
NR_053410,1021,21ur-11202,,0.0,0.0,NA,NA
NM_068298--2-of-2/NM_068296--2-of-2,1330,ssp-11/ssp-9,Protein SSP-11/Protein SSP-9,3454.0,2681.0,41.6042521447,0.776201505501
NR_053411,1021,21ur-8574,,0.0,0.0,NA,NA
NR_053413,1021,21ur-14794,,0.0,0.0,NA,NA
NR_053417,1021,21ur-5530,,0.0,0.0,NA,NA
NR_053419,1021,21ur-12245,,0.0,0.0,NA,NA
NR_053421,1021,21ur-11172,,0.0,0.0,NA,NA
NR_053422,1021,21ur-7903,,0.0,0.0,NA,NA
NR_053423,1021,21ur-12521,,0.0,0.0,NA,NA
NR_053425,1021,21ur-14740,,0.0,0.0,NA,NA
NR_053429,1021,21ur-13627,,0.0,0.0,NA,NA
NR_053430,1021,21ur-10805,,0.0,0.0,NA,NA
NM_068302,1889,T28H11.7,Protein T28H11.7,841.0,766.0,53.8093994778,0.910820451843
NM_068304/NR_053433,3557,T28H11.8/C09B9.81,Protein T28H11.8,311.0,297.0,38.7676767677,0.95498392283
NM_001276822,5385,C09B9.85,Protein C09B9.85,22.0,16.0,61.5625,0.727272727273
NM_001268339,3228,best-6,Protein BEST-6,138.0,138.0,72.347826087,1.0
NR_053441,1021,21ur-1875,,0.0,0.0,NA,NA
NR_053442,1021,21ur-1140,,3.0,3.0,15.3333333333,1.0
NM_068307/NR_053445/NR_053447,2672,C09B9.4/21ur-1192/21ur-15014,Protein C09B9.4,737.0,689.0,54.8896952104,0.93487109905
NR_053449,1021,21ur-13860,,0.0,0.0,NA,NA
NR_053451,1021,21ur-13993,,0.0,0.0,NA,NA
NR_053454,1021,21ur-15180,,0.0,0.0,NA,NA
NR_053456,1021,21ur-1626,,0.0,0.0,NA,NA
NR_053457,1021,21ur-6548,,0.0,0.0,NA,NA
NR_053460,1021,21ur-9855,,0.0,0.0,NA,NA
NR_053463/NR_069077--1-of-7/NR_051802--1-of-8/NR_070083--1-of-7/NR_050340--1-of-7,1095,C09B9.80/ZK994.11/F49C5.14/Y70C5A.5/F53B6.11,,0.0,0.0,NA,NA
NR_053464,1021,21ur-8287,,0.0,0.0,NA,NA
NR_053465,1021,21ur-13812,,0.0,0.0,NA,NA
NM_001038303/NR_053467/NR_053468/NR_053470/NR_053471/NR_053475/NR_053476/NR_053477,5398,hot-9/21ur-13233/21ur-6624/21ur-10797/21ur-10662/21ur-11257/21ur-3113/21ur-6626,Protein HOT-9,153.0,132.0,42.7424242424,0.862745098039
NR_053478,1021,21ur-15004,,0.0,0.0,NA,NA
NR_053479,1021,21ur-9036,,0.0,0.0,NA,NA
NR_053480,1021,21ur-7293,,0.0,0.0,NA,NA
NR_053483/NR_053484,1022,21ur-5282/21ur-11998,,0.0,0.0,NA,NA
NR_053486,1021,21ur-5816,,0.0,0.0,NA,NA
NR_053488,1020,21ur-11153,,0.0,0.0,NA,NA
NR_053489,1021,21ur-14819,,0.0,0.0,NA,NA
NR_053490,1021,21ur-1406,,0.0,0.0,NA,NA
NR_053491,1021,21ur-7641,,0.0,0.0,NA,NA
NR_053492,1021,21ur-14696,,0.0,0.0,NA,NA
NR_053494,1021,21ur-14838,,0.0,0.0,NA,NA
NR_053495,1021,21ur-7167,,0.0,0.0,NA,NA
NR_053496,1133,C09B9.83,,0.0,0.0,NA,NA
NR_053497,1021,21ur-8233,,0.0,0.0,NA,NA
NR_053500/NR_053501,1024,21ur-11232/21ur-7345,,0.0,0.0,NA,NA
NR_053506,1021,21ur-5979,,0.0,0.0,NA,NA
NM_068310,1384,msp-55,Protein MSP-55,6403.0,4934.0,20.4010944467,0.770576292363
NM_068311,3879,C09B9.7,Protein C09B9.7,153.0,152.0,54.0328947368,0.993464052288
NR_002664,1109,sls-2.13,,5.0,5.0,25.6,1.0
NM_068313,1384,msp-53,Protein MSP-53,15394.0,13114.0,22.7475217325,0.851890346888
NM_068314,2165,R13H9.5,Protein R13H9.5,383.0,278.0,31.964028777,0.725848563969
NM_068357--1-of-2/NM_068315--2-of-2,2239,F36H12.9/R13H9.6,Protein F36H12.9/Protein R13H9.6,180.0,87.0,48.4252873563,0.483333333333
NR_053509--2-of-2/NR_053778--2-of-2,1021,21ur-2058/21ur-6779,,0.0,0.0,NA,NA
NR_053511,1148,C02B10.73,,0.0,0.0,NA,NA
NR_053516,1021,21ur-9197,,0.0,0.0,NA,NA
NR_053517,1021,21ur-9076,,0.0,0.0,NA,NA
NR_053522,1021,21ur-6198,,0.0,0.0,NA,NA
NR_053523/NR_053524,1022,21ur-2481/21ur-14120,,0.0,0.0,NA,NA
NR_053525/NR_053526,1024,21ur-15620/21ur-778,,0.0,0.0,NA,NA
NR_053529,1020,21ur-9336,,1.0,1.0,9.0,1.0
NM_068319,2811,ivd-1,Protein IVD-1,4339.0,3891.0,39.3777949113,0.896750403319
NM_068320,1456,snpn-1,Protein SNPN-1,1027.0,904.0,36.8473451327,0.88023369036
NM_068322/NR_053531/NR_053536/NR_053539/NR_053541/NR_053548/NR_053550/NR_053551/NR_053552/NR_053553/NR_053556/NR_053557/NR_053558/NR_053559,10764,C02B10.3/21ur-10249/21ur-7042/21ur-5230/21ur-13307/21ur-6379/21ur-116/21ur-11489/21ur-9225/21ur-12/21ur-13961/21ur-9442/21ur-62/21ur-6396,Protein C02B10.3,4626.0,4497.0,43.978652435,0.972114137484
NR_053561,1021,21ur-10658,,0.0,0.0,NA,NA
NR_053562/NR_053563/NR_053564,1025,21ur-4622/21ur-10277/21ur-12352,,0.0,0.0,NA,NA
NR_053565,1020,21ur-3953,,0.0,0.0,NA,NA
NR_053567,1021,21ur-5324,,0.0,0.0,NA,NA
NR_053570,1021,21ur-3719,,2.0,2.0,68.5,1.0
NR_053571,1021,21ur-11743,,0.0,0.0,NA,NA
NR_053573,1021,21ur-7067,,0.0,0.0,NA,NA
NM_001026087/NM_001026086/NR_053587/NR_053592/NR_053593/NR_053594/NR_053603/NR_053604/NR_053605,9993,tkr-3/21ur-7123/21ur-10559/21ur-13901/21ur-15554/21ur-6196/21ur-6813/21ur-6908,"Protein TKR-3, isoform b/Protein TKR-3, isoform a",39.0,37.0,29.2162162162,0.948717948718
NR_053608,1021,21ur-1688,,0.0,0.0,NA,NA
NR_053612,1021,21ur-11381,,0.0,0.0,NA,NA
NR_053613/NR_053615/NR_053614,1025,21ur-6981/21ur-12865/21ur-8151,,0.0,0.0,NA,NA
NM_001026088/NM_171332/NR_053616/NR_053617/NR_053619/NR_053621/NR_053623/NR_053624/NR_053625/NR_053626/NR_053627/NR_053628/NR_053635/NR_053636/NR_053637/NR_053638/NR_053642/NR_053643/NR_053645/NR_053648/NR_053649/NR_053650/NR_053651/NR_053653/NR_053654/NR_053655/NR_053656,19214,soc-2/21ur-4118/21ur-9616/21ur-14289/21ur-2269/21ur-12303/21ur-8784/21ur-4804/21ur-3853/21ur-13770/21ur-7559/21ur-15344/21ur-3835/21ur-9624/21ur-7327/21ur-3864/21ur-9509/21ur-14043/21ur-11159/21ur-905/21ur-6916/21ur-7649/21ur-6233/21ur-9366/21ur-12973/21ur-10768,"Protein SOC-2, isoform a/Protein SOC-2, isoform b",1833.0,1772.0,37.1281038375,0.96672122204
NR_053661,1021,21ur-15634,,0.0,0.0,NA,NA
NR_053663/NR_053664,1022,21ur-1146/21ur-14180,,0.0,0.0,NA,NA
NR_053665,1021,21ur-9051,,0.0,0.0,NA,NA
NR_053666,1021,21ur-2878,,0.0,0.0,NA,NA
NR_053667,1021,21ur-3717,,0.0,0.0,NA,NA
NM_001038312,1276,C24D10.9,Protein C24D10.9,0.0,0.0,NA,NA
NR_053668,1021,21ur-7754,,0.0,0.0,NA,NA
NR_053669/NR_053670,1022,21ur-10727/21ur-14373,,0.0,0.0,NA,NA
NR_053671,1021,21ur-7868,,0.0,0.0,NA,NA
NR_053673/NR_053674,1024,21ur-11707/21ur-15216,,0.0,0.0,NA,NA
NR_053675,1021,21ur-9241,,0.0,0.0,NA,NA
NR_053677,1021,21ur-1305,,0.0,0.0,NA,NA
NR_053678,1021,21ur-3831,,0.0,0.0,NA,NA
NR_101916,1902,linc-145,,0.0,0.0,NA,NA
NR_053679,1021,21ur-1700,,0.0,0.0,NA,NA
NM_068327,1718,C24D10.6,Protein C24D10.6,698.0,495.0,42.7434343434,0.709169054441
NR_053682,1143,C24D10.47,,0.0,0.0,NA,NA
NR_053683,1021,21ur-1556,,0.0,0.0,NA,NA
NM_068329,1216,nspd-3,Protein NSPD-3,12148.0,4264.0,38.0323639775,0.35100428054
NR_053684,1021,21ur-13327,,2.0,2.0,82.0,1.0
NM_001083195,1216,nspd-6,Protein NSPD-6,7251.0,3186.0,37.6277463905,0.439387670666
NR_053685,1021,21ur-270,,7.0,7.0,25.5714285714,1.0
NR_053689,1021,21ur-718,,0.0,0.0,NA,NA
NR_053690,1021,21ur-1167,,0.0,0.0,NA,NA
NR_053692,1021,21ur-8114,,0.0,0.0,NA,NA
NR_053693,1021,21ur-11453,,0.0,0.0,NA,NA
NR_053694,1021,21ur-14781,,0.0,0.0,NA,NA
NR_053697/NR_053698,1022,21ur-10369/21ur-8128,,0.0,0.0,NA,NA
NR_053699,1021,21ur-2448,,0.0,0.0,NA,NA
NR_053700,1021,21ur-9967,,0.0,0.0,NA,NA
NR_053702,1021,21ur-11795,,0.0,0.0,NA,NA
NR_053703/NR_053704,1024,21ur-10526/21ur-419,,0.0,0.0,NA,NA
NR_053705,1021,21ur-3211,,0.0,0.0,NA,NA
NR_053706,1021,21ur-12694,,0.0,0.0,NA,NA
NR_053709,1021,21ur-2189,,1.0,1.0,93.0,1.0
NM_001129330/NM_068335,1800,W03F8.6,"Protein W03F8.6, isoform b/Protein W03F8.6, isoform a",166.0,146.0,47.1438356164,0.879518072289
NM_068339/NR_053714/NR_053715/NR_053717/NR_053718/NR_053720/NR_053721,7498,gpa-18/21ur-4263/21ur-2673/21ur-4955/21ur-2081/21ur-4520/21ur-3507,Protein GPA-18,234.0,230.0,40.6347826087,0.982905982906
NR_053724,1021,21ur-9901,,0.0,0.0,NA,NA
NR_053729,1021,21ur-10784,,0.0,0.0,NA,NA
NR_053730,1021,21ur-6508,,0.0,0.0,NA,NA
NR_053731,1021,21ur-5533,,0.0,0.0,NA,NA
NR_053732,1021,21ur-4445,,0.0,0.0,NA,NA
NR_053736/NR_053737,1026,21ur-13589/21ur-3986,,0.0,0.0,NA,NA
NR_053744,1021,21ur-872,,0.0,0.0,NA,NA
NR_053745,1021,21ur-10998,,0.0,0.0,NA,NA
NR_053746,1021,21ur-10677,,0.0,0.0,NA,NA
NR_053748/NR_053749,1022,21ur-77/21ur-14271,,0.0,0.0,NA,NA
NR_053750,1021,21ur-4432,,0.0,0.0,NA,NA
NM_001268340,3200,Y59E9AL.36,Protein Y59E9AL.36,384.0,346.0,39.3034682081,0.901041666667
NM_068341/NR_053751/NR_053753/NR_053758/NR_053760/NR_053759/NR_053762,5229,Y59E9AL.4/21ur-15173/21ur-7839/21ur-14703/21ur-13018/21ur-1576/21ur-12256,Protein Y59E9AL.4,126.0,119.0,46.7142857143,0.944444444444
NR_053769,1021,21ur-7478,,1.0,1.0,21.0,1.0
NM_068343,1349,Y59E9AL.5,Protein Y59E9AL.5,309.0,117.0,17.5384615385,0.378640776699
NM_001028368,1972,21ur-13395,Protein Y59E9AL.8,90.0,87.0,51.367816092,0.966666666667
NR_053771,1021,21ur-13900,,0.0,0.0,NA,NA
NM_068344,1750,Y59E9AL.6,Protein Y59E9AL.6,3850.0,2106.0,17.475308642,0.547012987013
NM_068349--1-of-2/NM_068348--1-of-2,2031,tbx-30/tbx-42,Protein TBX-30/Protein TBX-42,1.0,1.0,37.0,1.0
NM_068351--2-of-2/NM_068354--1-of-2,1393,Y59E9AR.7/Y59E9AR.1,Protein Y59E9AR.7/Protein Y59E9AR.1,10030.0,8203.0,34.3052541753,0.817846460618
NM_001038365--1-of-2/NM_001038364--1-of-2,1361,Y59E9AR.9/Y59E9AR.10,Protein Y59E9AR.9/Protein Y59E9AR.10,0.0,0.0,NA,NA
NM_068352--1-of-2/NM_068353--2-of-2,2928,Y59E9AR.2/Y59E9AR.8,Protein Y59E9AR.2/Protein Y59E9AR.8,48.0,39.0,42.7179487179,0.8125
NM_068355--2-of-2/NM_068317--2-of-2,2300,F36H12.10/C02B10.6,Protein F36H12.10/Protein C02B10.6,281.0,147.0,42.0136054422,0.523131672598
NM_068356--2-of-2,1837,rmd-4,Protein RMD-4,154.0,150.0,47.5333333333,0.974025974026
NM_068360,1199,F36H12.13,Protein F36H12.13,65.0,61.0,38.606557377,0.938461538462
NM_068361,2368,F36H12.14,Protein F36H12.14,0.0,0.0,NA,NA
NR_053780,1081,F36H12.66,,0.0,0.0,NA,NA
NR_053781,1021,21ur-7377,,0.0,0.0,NA,NA
NM_068363/NR_053783,1421,F36H12.15/21ur-2996,Protein F36H12.15,6.0,6.0,54.5,1.0
NR_053784,1021,21ur-9262,,0.0,0.0,NA,NA
NM_068365,1525,F36H12.16,Protein F36H12.16,0.0,0.0,NA,NA
NM_068368/NR_072897/NR_070084/NR_052883/NR_052866/NR_070044/NR_072902/NR_072901/NR_064830/NR_071637/NR_053791,6722,F36H12.17/F59C12.7/W06G6.19/F41A4.3/K02D7.8/F28F8.12/C06G1.11/C06G1.15/Y105C5B.1415/F22F1.5/21ur-4832,Protein F36H12.17,3.0,3.0,16.3333333333,1.0
NR_053801,1021,21ur-10235,,0.0,0.0,NA,NA
NR_053808,1021,21ur-5352,,0.0,0.0,NA,NA
NR_053810,1021,21ur-9938,,0.0,0.0,NA,NA
NR_053811/NR_053812,1024,21ur-689/21ur-676,,0.0,0.0,NA,NA
NR_053813/NR_053814,1026,21ur-662/21ur-13968,,0.0,0.0,NA,NA
NR_053815,1021,21ur-12645,,0.0,0.0,NA,NA
NR_053817,1021,21ur-10189,,0.0,0.0,NA,NA
NR_053821,1021,21ur-10105,,0.0,0.0,NA,NA
NR_053824,1021,21ur-10756,,0.0,0.0,NA,NA
NR_053825,1021,21ur-15218,,0.0,0.0,NA,NA
NM_068370,1384,msp-51,Protein MSP-51,7670.0,6585.0,26.0044039484,0.858539765319
NM_068371,2516,ZK354.6,Protein ZK354.6,113.0,105.0,43.2285714286,0.929203539823
NM_068373,1938,ZK354.7,Protein ZK354.7,106.0,46.0,47.3913043478,0.433962264151
NM_068374,3036,ZK354.8,Protein ZK354.8,106.0,106.0,44.9811320755,1.0
NR_062896,1021,Y73F8A.1162,,13.0,11.0,29.5454545455,0.846153846154
NM_068375,2539,ZK354.9,Protein ZK354.9,116.0,114.0,61.4035087719,0.98275862069
NM_068377,1384,msp-59,Protein MSP-59,20002.0,18554.0,37.4869030937,0.927607239276
NR_002671,1108,sls-2.17,,9.0,9.0,25.2222222222,1.0
NR_053832/NR_053833,1022,21ur-14405/21ur-7882,,0.0,0.0,NA,NA
NR_053836,1021,21ur-10722,,0.0,0.0,NA,NA
NR_053838,1021,21ur-6961,,0.0,0.0,NA,NA
NR_053840,1021,21ur-8085,,0.0,0.0,NA,NA
NR_053841,1021,21ur-13563,,0.0,0.0,NA,NA
NR_053845,1021,21ur-1022,,0.0,0.0,NA,NA
NR_053846,1021,21ur-347,,0.0,0.0,NA,NA
NR_053848,1021,21ur-15497,,0.0,0.0,NA,NA
NR_053849/NR_053850,1024,21ur-10863/21ur-15156,,0.0,0.0,NA,NA
NR_053852/NR_053853,1022,21ur-13094/21ur-12801,,0.0,0.0,NA,NA
NR_053856/NR_053857,1022,21ur-5302/21ur-12728,,0.0,0.0,NA,NA
NR_053861,1021,21ur-10871,,0.0,0.0,NA,NA
NR_053862,1021,21ur-14782,,0.0,0.0,NA,NA
NR_053870/NR_053871,1022,21ur-13202/21ur-6489,,1.0,1.0,63.0,1.0
NR_053872,1021,21ur-5279,,0.0,0.0,NA,NA
NR_053873,1148,Y4C6B.98,,0.0,0.0,NA,NA
NR_053881/NR_053882,1027,21ur-12200/21ur-4186,,0.0,0.0,NA,NA
NR_053888,1021,21ur-1662,,0.0,0.0,NA,NA
NR_053889,1021,21ur-11639,,0.0,0.0,NA,NA
NR_053891,1021,21ur-7871,,0.0,0.0,NA,NA
NR_053892,1020,21ur-6102,,0.0,0.0,NA,NA
NR_053895,1021,21ur-10466,,0.0,0.0,NA,NA
NR_053896,1021,21ur-4915,,0.0,0.0,NA,NA
NR_053898,1021,21ur-15599,,0.0,0.0,NA,NA
NR_053900,1021,21ur-5375,,1.0,1.0,59.0,1.0
NM_068384/NR_053903/NR_053904/NR_053905/NR_053906/NR_053907/NR_053908/NR_053909/NR_053910/NR_053911/NR_053914/NR_053915,7206,gba-4/21ur-5057/21ur-5786/21ur-15128/21ur-6552/21ur-8088/21ur-6642/21ur-4002/21ur-13767/21ur-10056/21ur-1963/21ur-8528,Protein GBA-4,1393.0,1264.0,38.8386075949,0.907394113424
NM_001028309/NR_053918,2898,Y4C6B.7/21ur-7864,Protein Y4C6B.7,650.0,586.0,32.3071672355,0.901538461538
NR_053921,1021,21ur-9710,,0.0,0.0,NA,NA
NR_053923,1150,Y4C6B.100,,0.0,0.0,NA,NA
NM_001129308/NM_001268341/NM_068386/NM_068387,8610,hda-6,"Protein HDA-6, isoform c/Protein HDA-6, isoform d/Protein HDA-6, isoform b/Protein HDA-6, isoform a",1476.0,1383.0,44.2747650036,0.936991869919
NM_068392/NR_053926/NR_053927/NR_053928,3578,elo-5/21ur-12455/21ur-6614/21ur-5959,Protein ELO-5,18130.0,17301.0,35.4162765158,0.954274682846
NR_053932/NR_053933,1025,21ur-13654/21ur-14146,,0.0,0.0,NA,NA
NR_101917/NR_053937,1810,linc-36/21ur-9599,,219.0,202.0,46.2475247525,0.922374429224
NR_053939,1021,,,0.0,0.0,NA,NA
NR_053940,1021,21ur-12984,,0.0,0.0,NA,NA
NM_068396,2830,elo-6,Protein ELO-6,13873.0,11557.0,40.9730899022,0.833057017228
NM_068397,1627,F41H10.9,Protein F41H10.9,0.0,0.0,NA,NA
NM_068398,2199,htp-1,Protein HTP-1,922.0,877.0,46.1790193843,0.951193058568
NM_068401,1779,perm-3,Protein PERM-3,5713.0,5607.0,51.8423399322,0.981445825311
NR_053948,1219,ZK616.62,,0.0,0.0,NA,NA
NR_053950/NR_053951,1022,21ur-15341/21ur-8448,,0.0,0.0,NA,NA
NR_053952,1021,21ur-5073,,0.0,0.0,NA,NA
NR_053953,1021,21ur-11196,,0.0,0.0,NA,NA
NR_053954,1021,21ur-2571,,0.0,0.0,NA,NA
NR_053955,1021,21ur-6244,,0.0,0.0,NA,NA
NR_053959/NR_053960,1024,21ur-11588/21ur-6536,,6.0,6.0,25.8333333333,1.0
NR_053961,1021,21ur-11230,,0.0,0.0,NA,NA
NR_053962,1021,21ur-14434,,0.0,0.0,NA,NA
NR_053964,1021,21ur-7961,,0.0,0.0,NA,NA
NM_068406,4724,ZK616.8,Protein ZK616.8,616.0,547.0,42.4734917733,0.887987012987
NM_068407/NR_053966/NR_053967,3872,spp-7/21ur-9761/21ur-4141,Protein SPP-7,67.0,55.0,55.1090909091,0.820895522388
NR_053971,1145,ZK616.63,,0.0,0.0,NA,NA
NR_053972,1021,21ur-14686,,0.0,0.0,NA,NA
